职位,公司,地址,薪酬,标签
Java高级开发工程师,好屋中国,上海-宝山区,1.2-2万/月,"[[['五险一金'], ['年终奖金'], ['定期体检'], ['弹性工作'], ['带薪年假']], ['上海-宝山区', '5-7年经验', '本科', '招1人', '09-03发布']]"
Java开发工程师,老K游戏,广州-番禺区,0.7-1万/月,"[[['五险一金'], ['绩效奖金'], ['弹性工作'], ['补充医疗保险'], ['员工旅游'], ['定期体检'], ['股票期权'], ['周末双休'], ['节日福利'], ['年底双薪']], ['广州-番禺区', '1年经验', '本科', '招2人', '09-03发布']]"
Java Web工程师-电商事业部北京分公司,上海博科资讯股份有限公司,北京-朝阳区,1-1.5万/月,"[[['五险一金'], ['弹性工作'], ['通讯补贴'], ['专业培训'], ['绩效奖金'], ['交通补贴'], ['做五休二']], ['北京-朝阳区', '3-4年经验', '本科', '招4人', '09-03发布']]"
java软件开发工程师,广州拓视悦声电子科技有限公司,广州-番禺区,0.8-1.2万/月,"[[['交通补贴'], ['餐饮补贴'], ['补充医疗保险'], ['购买社保'], ['大小周'], ['法定假日']], ['广州-番禺区', '无工作经验', '招2人', '09-03发布']]"
高级java开发工程师（出差）,普元信息技术股份有限公司,广州-天河区,1.5-2万/月,"[[['五险一金'], ['定期体检'], ['通讯补贴'], ['餐饮补贴'], ['弹性工作']], ['广州-天河区', '5-7年经验', '大专', '招2人', '09-03发布']]"
Java开发工程师（贷记卡系统）,上海通联金融服务有限公司,上海-浦东新区,1-2.5万/月,"[[['五险一金'], ['员工旅游'], ['定期体检'], ['补充医疗保险']], ['上海-浦东新区', '无工作经验', '本科', '招10人', '09-03发布']]"
Java开发工程师（昆明急招）,深圳市岩创科技开发有限公司,昆明,0.9-1.4万/月,"[[['五险一金'], ['专业培训'], ['绩效奖金'], ['年终奖金'], ['员工旅游']], ['昆明', '2年经验', '本科', '招若干人', '09-03发布']]"
软件开发工程师（Java）,深圳拓邦股份有限公司,深圳,0.7-1.3万/月,"[[['五险一金'], ['免费班车'], ['员工旅游'], ['股票期权'], ['年终奖金'], ['出国机会'], ['专业培训'], ['定期体检']], ['深圳', '1年经验', '本科', '招3人', '09-03发布']]"
Sr. Software Engineer - Java.SK（创智）,上海临港漕河泾人才有限公司,上海-徐汇区,30-60万/年,"[[['五险一金'], ['交通补贴'], ['餐饮补贴'], ['专业培训'], ['年终奖金'], ['绩效奖金']], ['上海-徐汇区', '无工作经验', '招若干人', '09-03发布']]"
Java开发工程师,上海思顶信息科技有限公司,上海-浦东新区,0.8-1万/月,"[[['五险一金'], ['员工旅游']], ['上海-浦东新区', '无工作经验', '大专', '招5人', '09-03发布', '英语良好']]"
JAVA软件开发工程师[北京],北京图安世纪科技股份有限公司,北京-海淀区,0.6-1.5万/月,"[[['五险一金'], ['餐饮补贴'], ['绩效奖金'], ['定期体检'], ['交通补贴']], ['北京-海淀区', '1年经验', '本科', '招3人', '09-03发布', '英语熟练']]"
Java开发工程师,高铭科维科技无锡有限公司,无锡-无锡新区,0.5-1万/月,"[[['五险一金'], ['员工旅游'], ['餐饮补贴']], ['无锡-无锡新区', '无工作经验', '招1人', '09-03发布']]"
部门实习生（java开发方向）,广州粤嵌通信科技股份有限公司,武汉-洪山区,4.5-6千/月,"[[], ['武汉-洪山区', '无工作经验', '招4人', '09-03发布']]"
Java高级开发工程师,佛山市天翼信息技术有限公司,佛山-禅城区,1-1.5万/月,"[[['交通补贴'], ['餐饮补贴'], ['通讯补贴'], ['员工旅游'], ['绩效奖金'], ['年终奖金'], ['定期体检']], ['佛山-禅城区', '3-4年经验', '大专', '招2人', '09-03发布', '计算机信息管理']]"
Java开发工程师,上海徒纹信息科技有限公司,上海-静安区,1-2万/月,"[[['五险一金'], ['年终奖金'], ['7小时工作制'], ['周末双休'], ['带薪年假'], ['绩效奖金']], ['上海-静安区', '3-4年经验', '招若干人', '09-03发布']]"
Java开发工程师,广东顶固集创家居股份有限公司,中山,6-8千/月,"[[['五险一金'], ['免费班车'], ['年终奖金'], ['通讯补贴'], ['餐饮补贴'], ['定期体检']], ['中山', '3-4年经验', '大专', '招1人', '09-03发布']]"
Java高级开发工程师,明思（上海）软件技术有限公司,上海,1.5-2万/月,"[[], ['上海', '3-4年经验', '招若干人', '09-03发布']]"
高级Java开发工程师,广州市问途信息技术有限公司,广州-天河区,1.2-1.8万/月,"[[['五险一金'], ['补充医疗保险'], ['绩效奖金'], ['年终奖金'], ['定期体检'], ['员工旅游'], ['弹性工作'], ['补充公积金']], ['广州-天河区', '3-4年经验', '本科', '招若干人', '09-03发布', '计算机科学与技术', '计算机信息管理']]"
Java技术员,沈阳焱展信息技术有限公司,沈阳,3-4.5千/月,"[[['五险一金'], ['补充医疗保险'], ['补充公积金'], ['员工旅游'], ['交通补贴'], ['绩效奖金'], ['年终奖金'], ['定期体检']], ['沈阳', '无工作经验', '大专', '招5人', '09-03发布']]"
Java架构师,广州汇智通信技术有限公司,广州,30-40万/年,"[[], ['广州', '5-7年经验', '本科', '招3人', '09-03发布']]"
Java开发工程师,富士康科技集团CNSBG事业群,深圳-南山区,0.9-1.8万/月,"[[['五险一金'], ['补充医疗保险'], ['员工旅游'], ['专业培训'], ['出国机会'], ['年终奖金'], ['股票期权'], ['绩效奖金'], ['定期体检']], ['深圳-南山区', '3-4年经验', '大专', '招10人', '09-03发布']]"
Java开发讲师/助教,武汉尚观信息科技有限公司,武汉-洪山区,0.8-1.2万/月,"[[['五险一金'], ['专业培训'], ['绩效奖金'], ['年终奖金'], ['弹性工作']], ['武汉-洪山区', '无工作经验', '大专', '招2人', '09-03发布']]"
JAVA高级工程师,昂立教育集团,上海,1.5-2万/月,"[[['五险一金'], ['员工旅游'], ['绩效奖金'], ['年终奖金'], ['定期体检'], ['节日福利'], ['生日福利'], ['丰富团建'], ['产品折扣'], ['亲属福利']], ['上海', '5-7年经验', '大专', '招1人', '09-03发布']]"
java安全开发工程师,上海泛微网络科技股份有限公司,上海-闵行区,1.5-2.5万/月,"[[['五险一金'], ['专业培训'], ['定期体检'], ['绩效奖金'], ['员工旅游'], ['年终奖金']], ['上海-闵行区', '2年经验', '本科', '招2人', '09-03发布']]"
Java高级开发工程师,北京江融信科技有限公司,深圳-福田区,2-3万/月,"[[], ['深圳-福田区', '5-7年经验', '本科', '招2人', '09-03发布']]"
java程序员,厦门大大猫网络科技有限公司,厦门,0.5-1万/月,"[[['五险一金'], ['员工旅游'], ['节日福利'], ['全勤奖']], ['厦门', '2年经验', '大专', '招2人', '09-03发布']]"
JAVA软件工程师,青岛大琦中天软件开发有限公司,青岛-即墨区,6-8千/月,"[[['五险一金'], ['餐饮补贴']], ['青岛-即墨区', '2年经验', '大专', '招3人', '09-03发布', '英语', '软件工程', '信息与计算科学']]"
高级JAVA开发工程师,去哪儿网机票事业部,武汉-洪山区,1-1.5万/月,"[[['带薪年假'], ['五险一金'], ['周末双休']], ['武汉-洪山区', '1年经验', '本科', '招3人', '09-03发布']]"
Java架构师,骑酷科技（大连）有限公司,异地招聘,0.8-1.5万/月,"[[['五险一金'], ['补充医疗保险'], ['年终奖金']], ['大连-高新园区', '8-9年经验', '招1人', '09-03发布']]"
Java开发工程师,福建至简智能科技有限公司,福州-台江区,1-1.2万/月,"[[['五险一金'], ['专业培训'], ['年终奖金'], ['弹性工作'], ['绩效奖金'], ['周末双休'], ['节日福利'], ['带薪年假'], ['不加班']], ['福州-台江区', '2年经验', '大专', '招2人', '09-03发布']]"
中高级JAVA开发工程师,东方财富信息股份有限公司,南京,1.5-2万/月,"[[['五险一金'], ['专业培训'], ['年终奖金'], ['季度奖金'], ['周末双休'], ['年度旅游'], ['带薪年假'], ['节日福利'], ['体检']], ['南京', '2年经验', '本科', '招1人', '09-03发布']]"
Java高级讲师及助教,安徽鹏玖科技有限公司,合肥-庐阳区,1-1.5万/月,"[[], ['合肥-庐阳区', '3-4年经验', '大专', '招2人', '09-03发布']]"
Java开发工程师 j2ee开发,赫里奥（苏州）科技有限公司,北京-丰台区,6-8千/月,"[[], ['北京-丰台区', '1年经验', '本科', '招2人', '09-03发布', '计算机科学与技术', '电子信息科学与技术']]"
JAVA软件工程师,中秀科技（无锡）有限公司,无锡-滨湖区,0.8-1万/月,"[[['五险一金'], ['餐饮补贴']], ['无锡-滨湖区', '2年经验', '本科', '招1人', '09-03发布', '计算机科学与技术', '计算机信息管理']]"
高级java工程师,南京鼐威欣信息技术有限公司,南京-江宁区,0.8-1.5万/月,"[[['五险一金'], ['免费班车'], ['交通补贴'], ['餐饮补贴'], ['通讯补贴'], ['专业培训'], ['绩效奖金'], ['年终奖金']], ['南京-江宁区', '5-7年经验', '本科', '招2人', '09-03发布', '计算机科学与技术', '软件工程']]"
JAVA开发实习生,北京三维天地科技有限公司,济南-高新区,3-5千/月,"[[], ['济南-高新区', '无工作经验', '本科', '招若干人', '09-03发布', '计算机科学与技术', '软件工程']]"
高级java后台开发工程师,斯润天朗（北京）科技有限公司,北京-丰台区,1.5-2.5万/月,"[[['五险一金'], ['补充医疗保险'], ['员工旅游'], ['年终奖金'], ['股票期权'], ['定期体检'], ['弹性工作'], ['绩效奖金']], ['北京-丰台区', '无工作经验', '大专', '招3人', '09-03发布']]"
Java高级开发工程师-1,上海高恩信息科技有限公司,上海-浦东新区,1.3-1.8万/月,"[[['五险一金'], ['员工旅游'], ['年终奖金'], ['专业培训'], ['免费班车']], ['上海-浦东新区', '3-4年经验', '本科', '招若干人', '09-03发布', '英语良好', '普通话精通', '计算机科学与技术', '软件工程']]"
JAVA开发,深圳市睿服科技有限公司,深圳-福田区,1-2万/月,"[[['五险一金'], ['补充医疗保险'], ['员工旅游'], ['交通补贴'], ['餐饮补贴'], ['专业培训'], ['绩效奖金'], ['年终奖金'], ['定期体检'], ['员工体检']], ['深圳-福田区', '3-4年经验', '大专', '招10人', '09-03发布']]"
java+AI人工智能/UI设计师,大连中科云信息技术有限公司,沈阳,3.5-5.5千/月,"[[['五险一金'], ['员工旅游'], ['交通补贴'], ['绩效奖金'], ['年终奖金'], ['定期体检']], ['沈阳', '无工作经验', '大专', '招5人', '09-03发布']]"
Java高级开发工程师,上海东家金服投资管理有限公司,上海-黄浦区,1.3-1.8万/月,"[[['五险一金'], ['餐饮补贴'], ['绩效奖金'], ['弹性工作']], ['上海-黄浦区', '3-4年经验', '大专', '招3人', '09-03发布']]"
Java开发工程师,南京能瑞电力科技有限公司,南京,1.3-2万/月,"[[['五险一金'], ['免费班车'], ['年终奖金'], ['专业培训'], ['绩效奖金'], ['项目奖金'], ['免费提供食宿'], ['员工旅游'], ['定期体检']], ['南京', '5-7年经验', '本科', '招2人', '09-03发布']]"
Java开发工程师,武汉麦子科技有限公司,武汉-东湖新技...,0.4-1万/月,"[[['五险一金'], ['绩效奖金'], ['年终奖金'], ['专业培训'], ['补充公积金']], ['武汉-东湖新技术产业开发区', '1年经验', '本科', '招2人', '09-03发布', '计算机科学与技术', '电子信息工程']]"
java软件工程师-初中高级,北京开科唯识技术有限公司,石家庄,0.7-1.2万/月,"[[['五险一金'], ['专业培训'], ['定期体检'], ['员工旅游'], ['餐饮补贴'], ['年度2次调薪'], ['带薪年假'], ['出差探亲假']], ['石家庄', '2年经验', '本科', '招3人', '09-03发布']]"
Java高级开发工程师,北京睿达丰科技有限公司,北京-顺义区,1.2-1.5万/月,"[[['五险一金'], ['专业培训'], ['定期体检']], ['北京-顺义区', '5-7年经验', '大专', '招1人', '09-03发布', '普通话一般']]"
资深网游服务器端开发（JAVA）,南京朗睿软件科技有限公司,南京-建邺区,1.5-2.5万/月,"[[['五险一金'], ['周末双休'], ['定期体检'], ['绩效奖金'], ['年终奖金'], ['餐饮补贴'], ['员工旅游'], ['专业培训']], ['南京-建邺区', '3-4年经验', '大专', '招若干人', '09-03发布']]"
JAVA开发工程师,唯存（上海）网络科技有限公司,上海-黄浦区,1-2.3万/月,"[[['五险一金'], ['免费班车'], ['员工旅游'], ['餐饮补贴'], ['专业培训'], ['定期体检'], ['绩效奖金'], ['年终奖金']], ['上海-黄浦区', '3-4年经验', '招若干人', '09-03发布']]"
